,clean_text
1414,doves soar to uk album summit manchester rock band doves have entered the uk album chart at number one with their new release some cities. the trio replace flamboyant us act scissor sisters at the top. the album follows single black and white town which reached number six. r&b star nelly has the new number one single with over and over which sees him team up with tim mcgraw. girls aloud akon and kaiser chiefs all have new singles in the top ten as do futureheads and usher. the latest elvis presley re-release (marie s the name) his latest flame entered the chart at number three one place ahead of girls aloud s wake me up. hip-hop performer akon s locked up is at number five while hotly-tipped leeds band kaiser chiefs have their second chart hit at number six with oh my god. futureheads cover of kate bush s hounds of love entered the chart at number eight while usher s caught up was a new entry at number nine. in the album chart operatic quartet il divo s eponymous debut rose places to number six while crooner tony christie s definitive collection is a new entry at number making it the highest-charting album of the singer s career.
911,warning over tsunami aid website net users are being told to avoid a scam website that claims to collect cash on behalf of tsunami victims. the site looks plausible because it uses an old version of the official disasters emergency committee webpage. however dec has no connection with the fake site and says it has contacted the police about it. the site is just the latest in a long list of scams that try to cash in on the goodwill generated by the tsunami disaster. the link to the website is contained in a spam e-mail that is currently circulating. the message s subject line reads urgent tsunami earthquake appeal and its text bears all the poor grammar and bad spelling that characterises many other phishing attempts. the web address of the fake site is decuk.org which could be close enough to the official www.dec.org.uk address to confuse some people keen to donate. patricia sanders spokeswoman for the disaster emergency committee said it was aware of the site and had contacted the computer crime unit at scotland yard to help get it shut down. she said the spam e-mails directing people to the site started circulating two days ago shortly after the domain name of the site was registered. it is thought that the fake site is being run from romania. ms sanders said dec had contacted us net registrars who handle domain ownership and the net hosting firm that is keeping the site on the web. dec was going to push for all cash donated via the site to be handed over to the official organisation. bt and dec s hosting company were also making efforts to get the site shut down she said. ms sanders said sending out spam e-mail to solicit donations was not dec s style and that it would never canvass support in this way. she said that dec hoped to get the fake site shut down as soon as possible. all attempts by the bbc news website to contact the people behind the site have failed. none of the e-mail addresses supplied on the site work and the real owner of the domain is obscured in publicly available net records. this is not the first attempt to cash in on the outpouring of goodwill that has accompanied appeals for tsunami aid. one e-mail sent out in early january came from someone who claimed that he had lost his parents in the disaster and was asking for help moving an inheritance from a bank account in the netherlands. the con was very similar to the familiar nigerian forward fee fraud e-mails that milk money out of people by promising them a cut of a much larger cash pile. other scam e-mails included a link to a website that supposedly let people donate money but instead loaded spyware on their computers that grabbed confidential information. in a monthly report anti-virus firm sophos said that two e-mail messages about the tsunami made it to the top hoax list during january. another tsunami-related e-mail is also circulating that carries the zar worm which tries to spread via the familiar route of microsoft s outlook e-mail program. anyone opening the attachment of the mail will have their contact list plundered by the worm keen to find new addresses to send itself to.
968,o leary agrees new villa contract aston villa boss david o leary signed a three-and-a-half year contract extension on thursday securing his future at the club until summer . o leary s future was in question but villa chairman doug ellis said he was happy to secure the deal. david s record since his arrival in is excellent and he shares the board s amibitions in taking this club forward he told villa s website. for this reason it was important we got this right. o leary put pen to paper after deals were sorted for his right-hand men roy aitken and steve mcgregor. it was important to me roy and steve an integral part of my team should stay for the same time o leary said on thursday ahead of signing his new deal. someone has to try and put aston villa back where they should belong and i m up for the challenge. earlier in december there were rumours o leary would quit if he is not offered a new deal before the end of the season. but he denied that saying he was happy to take on the challenge of improving villa s fortunes in the long term. i want to make sure by the end of the five years i would have been in charge that villa are achieving top six finishes in the premiership on a regular basis said o leary who took over at villa park in may . but to achieve that and take the next step forward we do need to bring in quality players. i would like a couple next month if at all possible to set us on the way. meanwhile o leary has rapped skipper olof mellberg for his comments before sunday s derby with birmingham. mellberg spoke of his dislike of villa s rivals ahead of the match which steve bruce s side won -. i ve had more than a quiet word with olof. it s been said within the whole group not as a one-to-one he told villa s website. you shouldn t leave yourself open to be shot down. you shouldn t give people the chance to take cheap shots at you and he set himself up for that.
601,new harry potter tops book chart harry potter and the half-blood prince has topped amazon s book chart less than hours after its release date - july - was announced. thousands of customers placed pre-orders on the amazon.co.uk website for the sixth book in the series. rowling revealed she had completed the novel on tuesday ahead of the scheduled announcement on december. it will be published simultaneously in the uk the us canada australia new zealand and south africa. jk rowling s fifth book in the wizard series harry potter and order of the phoenix was amazon s largest pre-ordered item ever with copies pre-ordered prior to its release in june . customers who pre-order harry potter and the half-blood prince avoid standing in long queues at bookshops on the day of the book s release next july. the fact that the book has already hit number one in our hot books chart shows how incredibly excited customers are about the sixth harry potter said amazon s robin terrell. harry potter and the half-blood prince takes up the story of harry potter s sixth year at hogwarts school of witchcraft and wizardry as lord voldemort grows stronger. rowling has already revealed that the half-blood prince is neither harry nor voldemort. and she added that the opening chapter of the book had been brewing in her mind for years. rowling said she had plenty of time while pregnant to tinker with the manuscript to my satisfaction and i am as happy as i have ever been with the end result . she also previously revealed that a character will be killed in the sixth book but she has given no hints as to who it might be. following publication of the sixth book just one novel remains to complete the series.
1543,best person for top legal job the best person for the job should be appointed lord chancellor and not necessarily a lawyer or mp the courts minister has told mps. under reforms the post of lord chancellor is to be stripped of its judicial functions. the lord chancellor...no more needs to be a lawyer than the secretary of health needs to be a doctor said courts minister christopher leslie. the constitutional reform bill was entering its second reading on monday. mr leslie said: the prime minister should be able to appoint the best person for the job whether they sit in the house of lords or the house of commons. under the reforms the law lords will also be replaced as the uk s highest legal authority by a supreme court and judges will be appointed by an independent panel rather than ministers. in december the lords rejected a plea by current lord chancellor lord falconer that the holder of the job should not necessarily be a lawyer or a peer. the peers voted by to to say in law that lord chancellors must also be peers. the debate was carried over from the last parliamentary session but with an impending general election time is crucial for the government to get the bill passed. mr leslie said it was irrelevant whether the post was called secretary of state for constitutional affairs or lord chancellor. he said: what matters most is...whether it is reformed so that the post holder no longer has those conflicting duties. it is no longer appropriate for a government minister to have such unfettered discretion in the appointment of judges. shadow attorney general dominic grieve criticised the government on its plans to change what he said was an exceptional institution providing a champion of the independence of the judiciary . the government had initially proposed to take this institution and smash it to pieces mr grieve said. convention should be nurtured and celebrated but the government distrusted and disliked it instead. he warned that unless ministers backed down over the lord chancellor remaining a member of the house of lords the government would have great difficulty in getting the bill through parliament. former cabinet minister douglas hogg whose father and grandfather served as lord chancellor said the bill was largely unnecessary bureaucratic and expensive . but the tory mp for sleaford and north hykeham admitted the lord chancellor s role and office cannot be frozen in aspic .
2135,boeing secures giant japan order boeing is to supply japan airlines with up to of its forthcoming planes in a deal that could be worth as much as $ (£.) for the us giant. japan airlines has made a firm order for of the aircraft at $ each with the option to buy more. asia s biggest airline joins japanese rival all nippon as one of the first carriers to order the mid-size which boeing says is super-economical. airbus this week announced the first pre-sale of its rival - the . boeing s great european competitor is to sell of its forthcoming to spanish carrier air europe which has the option to buy two more in a deal that could be worth more than $.. both the and the are being designed to be as fuel-efficient as possible in the - to -seat sector and each will be available in both short and long range versions. japan airlines said it had looked at both aircraft before choosing the also known as the dreamliner. we chose the after carefully considering both it and airbus aircraft said a japan airlines spokesman. the fits better for what we needed and it could be delivered when we hoped to get it. boeing continues to enjoy a dominance over airbus in japan and japanese companies are taking key roles in building the . the first will be delivered to japan airlines in april . boeing has set itself a target of getting firm commitments for the by the end of this year and has orders for so far. airbus hopes to have orders in place for the by mid-.
1454,can yahoo dominate next decade yahoo has reached the grand old age of and in internet years that is a long time. for many yahoo remains synonymous with the internet - a veteran that managed to ride the dot-com wave and the subsequent crash and maintain itself as one of the web s top brands. but for others there is another newer net icon threatening to overshadow yahoo in the post dot-com world - google. the veteran and the upstart have plenty in common - yahoo was the first internet firm to offer initial public shares and google was arguably the most watched ipo (initial public offering) of the post-dot-com era. both began life as search engines although in when yahoo chose google to power its search facility while it concentrated on its web portal business it was very much yahoo that commanded press attention. in recent years the column inches have stacked up in google s favour as the search engine also diversifies with the launch of services such as gmail its shopping channel froogle and google news. for jupiter analyst olivier beauvillain yahoo s initial decision to put its investment on search on hold was an error. yahoo was busy building a portal and while it was good to diversify they made a big mistake in outsourcing search to google he said they thought google would just be a technology provider but it has become a portal in its own right and a direct competitor he added. he believes yahoo failed to see how crucial search would become to internet users something it has rediscovered in recent years. it is interesting that in these last few years it has refocused on search following the success of google he said. but for allen weiner a research director at analyst firm gartner and someone who has followed yahoo s progress since the early years the future of search is not going to be purely about the technology powering it. search technology is valuable but the next generation of search is going to be about premium content and the interface that users have to that content he said. he believes the rivalry between google and yahoo is overblown and instead thinks the real battle is going to be between yahoo and msn. it is a battle that yahoo is currently winning he believes. microsoft has amazing assets including software capability and a global name but it has yet to show me it can create a rival product to yahoo he said. he is convinced yahoo remains the single most important brand on the world wide web. i believe yahoo is the seminal brand on the web. if you are looking for a text book definition of web portal then yahoo is it he said. it has achieved this dominance mr weiner believes by a canny combination of acquisitions such as that of inktomi and overture and by avoiding direct involvement in either content creation or internet access. that is not to say that yahoo hasn t had its dark days. when the dot-com bubble burst it lost one-third of its revenue in a single year bore a succession of losses and saw its market value fall from a peak of $ to $. at one point. crucial to its survival was the decision to replace chief executive tim koogle with terry semel in may thinks mr weiner. his business savvy coupled with the technical genius of founder jerry yang has proved a winning combination he says. so as the internet giant emerges from its first decade as a survivor how will it fare as it enters its teenage years the game is theirs to lose and msn is the only one that stands in the way of yahoo s domination predicted mr weiner. nick hazel yahoo s head of consumer services in the uk thinks the fact that yahoo has grown up with the first wave of the internet generation will stand it in good stead. search will be a key focus as will making yahoo messenger available on mobiles forging new broadband partnerships such as that with bt in the uk and continuing to provide a range of services beyond the desktop he says. mr weiner thinks yahoo s vision of becoming the ultimate gateway to the web will move increasing towards movies and television as more and more people get broadband access. it will spread its portal wings to expand into rich media he predicts.
1419,millions buy players in us one in adult americans - equivalent to million people - owns an player according to a survey. a study by the pew internet and american life project found that players are the gadget of choice among affluent young americans. the survey did not interview teenagers but it is likely that millions of under- also have players. the american love affair with digital music players has been made possible as more and more homes get broadband. of the million americans who own players % are men compared to % of women. those on high income - judged to be $ (£ ) or above - are four times more likely to have players than those earning less than $ ( £ ). broadband access plays a big part in ownership too. almost a quarter of those with broadband at home have players compared to % of those who have dial-up access. players are still the gadget of choice for younger adults. almost one in five us citizens aged under have one. this compares to % of those aged - and % of those aged -. the influence of children also plays a part. sixteen percent of parents living with children under have digital players compared to % of those who don t. the ease of use and growth of music available on the net are the main factors for the upsurge in ownership the survey found. people are beginning to use them as instruments of social activity - sharing songs and taking part in podcasting - the survey found. ipods and players are becoming a mainstream technology for consumers said lee rainie director of the pew internet and american life project. more growth in the market is inevitable as new devices become available as new players enter the market and as new social uses for ipods/ players become popular he added.
928,mallon wades into ne vote battle middlesbrough mayor ray mallon has been drafted in to boost the yes campaign as the north east assembly referendum enters its final week. the former police chief dubbed robocop for his zero tolerance style clashed on thursday with sunderland no campaigner neil herron. mr mallon said an assembly would give local people more of a say over key issues such as transport and crime. but mr herron said north east people did not want or need an assembly. the pair met on the platform at sunderland station as mr mallon toured the region highlighting claimed improvements to transport if the area gets an assembly. but mr herron - who gained fame as one of sunderland s metric martyrs and is running his own no campaign alongside the official north east says no campaign - said he was not convinced by mr mallon s arguments. the reality is that it is not going to deliver he said. labour has had two-and-a-half years to convince people of this. if you can t sell a deal in that time it is a bad deal. on wednesday mr mallon provoked fury by branding the official no campaign two-bit tories in a confrontation outside its durham headquarters. the campaign is being run by two-bit conservatives who are not interested in what happens in the north east; they are interested in hitting the labour party over the head he said. mr mallon is a late recruit to the yes campaign after rejecting overtures from no campaigners including he claims tory leader michael howard. most local observers believe the contest is too close to call although little recent polling has been carried out. yes campaign chairman john tomaney said he hoped for a late flurry of votes to boost turnout - something he says will boost their cause. he added: the government exerts a lot of political power in the north east. the accountability should be in the north east as well. he also defended the decision to attack the official no campaign s alleged political allegiances. we felt we had to show what people were behind the no campaign - london tory spin doctors. graham robb spokesman for north east says no said the yes campaign s decision to get personal dragged the campaign into the gutter and showed they were rattled . and he hit back at mr mallon s claim that an assembly would improve transport links in the region. it can push paper around but it can not get people moving he said. some people had returned their ballot papers by wednesday - a turnout of .%. the deadline for voting is next thursday november.
973,barclays shares up on merger talk shares in uk banking group barclays have risen on monday following a weekend press report that it had held merger talks with us bank wells fargo. a tie-up between barclays and california-based wells fargo would create the world s fourth biggest bank valued at $ (£). barclays has declined to comment on the report in the sunday express saying it does not respond to market speculation. the two banks reportedly held talks in october and november . barclays shares were up pence or .% at pence by late morning in london on monday making it the second biggest gainer in the ftse index. uk banking icon barclays was founded more than years ago; it has operations in over countries and employs staff worldwide. its north american divisions focus on business banking whereas wells fargo operates retail and business banking services from branches. in barclays reported a % rise in pre-tax profits to £. and it has recently forecast similar gains in predicting that full year pre-tax profits would rise % to £.. wells fargo had net income of $. in its last financial year a % increase on the previous year and revenues of $.. barclays was the focus of takeover speculation in august when it was linked to citigroup though no bid has ever materialised. stock market traders were sceptical that the latest reports heralded a deal. the chief executive would be abandoning his duty if he didn t talk to rivals but a deal doesn t seem likely reuters quoted one trader as saying.
1096,internet boom for gift shopping cyberspace is becoming a very popular destination for christmas shoppers. forecasts predict that british people will spend £ buying gifts online during the festive season an increase of % on . surveys also show that the average amount that people are spending is rising as is the range of goods that they are happy to buy online. savvy shoppers are also using the net to find the hot presents that are all but sold out in high street stores. almost half of the uk population now shop online according to figures collected by the interactive media in retail group which represents web retailers. about % of this group people expect to do a lot of their christmas gift buying online this year reports the industry group. on average each shopper will spend £ and britons lead europe in their affection for online shopping. almost a third of all the money spent online this christmas will come out of british wallets and purses compared to % from german shoppers and only % from italian gift buyers. james roper director of the imrg said shoppers were now much happier to buy so-called big ticket items such as lcd television sets and digital cameras. mr roper added that many retailers were working hard to reassure consumers that online shopping was safe and that goods ordered as presents would arrive in time for christmas. he advised consumers to give shops a little more time than usual to fulfil orders given that online buying is proving so popular. a survey by hostway suggests that many men prefer to shop online to avoid the embarrassment of buying some types of presents such as lingerie for wives and girlfriends. much of this online shopping is likely to be done during work time according to research carried out by security firm saint bernard software. the research reveals that up to two working days will be lost by staff who do their shopping via their work computer. worst offenders will be those in the - age bracket suggests the research who will spend up to five hours per week in december browsing and buying at online shops. iggy fanlo chief revenue officer at shopping.com said that the growing numbers of people using broadband was driving interest in online shopping. when you consider narrowband and broadband the conversion to sale is two times higher he said. higher speeds meant that everything happened much faster he said which let people spend time browsing and finding out about products before they buy. the behaviour of online shoppers was also changing he said. the single biggest reason people went online before this year was price he said. the number one reason now is convenience. very few consumers click on the lowest price he said. they are looking for good prices and merchant reliability. consumer comments and reviews were also proving popular with shoppers keen to find out who had the most reliable customer service. data collected by ebay suggests that some smart shoppers are getting round the shortages of hot presents by buying them direct through the auction site. according to ebay uk there are now more than robosapiens remote control robots for sale via the site. the robosapiens toy is almost impossible to find in online and offline stores. similarly many shoppers are turning to ebay to help them get hold of the hard-to-find slimline playstation which many retailers are only selling as part of an expensive bundle. the high demand for the playstation has meant that prices for it are being driven up. in shops the is supposed to sell for £.. in some ebay uk auctions the price has risen to more than double this figure. many people are also using ebay to get hold of gadgets not even released in this country. the portable version of the playstation has only just gone on sale in japan yet some enterprising ebay users are selling the device to uk gadget fans.
1523,fa charges liverpool and millwall liverpool and millwall have been charged by the football association over crowd trouble during their carling cup match on october. millwall who lost the match - have also been charged over alleged racist behaviour by their supporters. during the match at millwall s new den stadium seats were ripped up and four people were ejected from the ground. a disabled fan was injured at the perimeter of the pitch and riot police were needed to control the situation. liverpool fans claimed the trouble was sparked by chants about the hillsborough disaster where supporters were crushed to death in april . but lions chairman theo paphitis has denied the claims. he has said cctv footage showed the catalyst for the trouble was a liverpool fan attacking a millwall fan in the west stand. however millwall have been charged with two breaches of fa rules. they have been charged with failing to ensure that fans refrained from racist and/or abusive behaviour and for failing to prevent spectators throwing missiles onto the pitch. liverpool have been charged with one breach for failing to prevent their fans conducting themselves in threatening and/or violent and/or provocative behaviour. both clubs have until december to respond.
130,seamen sail into biometric future the luxury cruise liner crystal harmony currently in the gulf of mexico is the unlikely setting for tests of biometric technology. as holidaymakers enjoy balmy breezes their ship s crew is testing prototype versions of the world s first internationally issued biometric id cards the seafarer s equivalent of a passport. along with the owner s picture name and personal details the new seafarers identity document incorporates a barcode representing unique features of its holder s fingerprints. the cards are due to be issued in february next year in line with the revised un convention on seafarers identity documents of june . tests currently under way in the caribbean are designed to ensure that new cards and their machine readers produced by different companies in different countries are working to interoperable standards. results of the current tests which involve seafarers from a wide range of occupations and nationalities will be published by the international labour organisation (ilo) by the end of november. crystal cruises which operates the crystal harmony is exploring the use of biometrics but has not yet committed to the technology. authenti-corp the us technology consultancy has been working with the ilo on its technical specifications for the cards. if you re issued a seafarer s id in your country you want to be sure that when the ship lands in a port in say my country you can validate yourself using whatever equipment we have installed authenti-corp s ceo cynthia musselman told the bbc s go digital programme. she said french jordanian and nigerian nationals would be the first seafarers to get the new id cards since their countries have already ratified the convention. it aims to combat international terrorism whilst guaranteeing the welfare the one million seafarers estimated to be at sea. the convention highlights the importance of access to shore facilities and shore leave as vital elements to a sailor s wellbeing and therefore it says to safer shipping and cleaner oceans. by increasing security on the seas as well as border control and protection the cards will hopefully reduce the number of piracy problems around the world said ms musselman. it should be a safer environment for seafarers to work in and will allow people protecting their borders to have confidence that the people getting off the ship are in fact seafarers.
2015,japan turns to beer alternatives japanese brewers are increasingly making money from beer-flavoured drinks rather than beer itself beer and spirits are heavily taxed in japan driving breweries to search for alternatives. japan s long economic downturn helped drive the trend as drinkers looked for cheaper opportunities to drown their sorrows. now according to asahi breweries the market for so-called beer-like drinks is set to grow % this year. asahi is predicting profits to rise % in as it launches a drink based on soybean peptides rather than malt. the chosen name shinnama or new draft disguises its non-beer nature. but despite a record profit in of . yen ($; £) up .% on the previous year asahi is coming late to the market. key rival sapporo is already well-established with the beer-flavoured draft one . suntory meanwhile is doing well with super blue which combines happoshu - an existing low-cost beer alternative made with malt and seawater - and shochu a distilled alcohol derived from sweet potatoes or barley. happoshu has been a mainstay of brewery profits for years taking over from beer thanks to its low tax and therefore low cost. kirin the fourth big name is launching its own third-type drink in april.
828,stam spices up man utd encounter ac milan defender jaap stam says manchester united know they made a mistake by selling him in . the sides meet at old trafford in the champions league game on wednesday and the -year-old s dutchman s presence is sure to add spice to the fixture. united made a mistake in selling me stam told uefa s champions magazine. i was settled at manchester united but they wanted to sell me. if a club want to sell you there is nothing you can do. you can be sold like cattle. sir alex ferguson surprised the football world - and stam - by selling the dutchman to lazio for £. in august . the decision came shortly after stam claimed in his autobiography that ferguson had tapped him up when he was at psv eindhoven. but ferguson insisted he sold the defender because the transfer fee was too good to refuse for a player past his prime. the affair still rankles with the dutchman. i was settled at manchester united i had even just ordered a new kitchen but they wanted to sell me he said. in what other industry can a good employee be ushered out the door against their wishes of course you can refuse to go but then the club have the power to put you on the bench. i don t agree that players control the game. there have been opportunities to confront them in the newspapers but i have turned them down. what s the point wednesday s game at old trafford will provide an intriguing confrontation between united s young attackers wayne rooney and cristiano ronaldo and milan s veteran defence of stam paolo maldini cafu and alessandro costacurta. stam says rooney s teenage stardom is in stark contract to his own start in the game. we can t all be wayne rooneys - at his age i was training to be an electrician and thought my chance of becoming a professional footballer had gone he said. starting late can be a good thing. some kids who start early get bored. i had my youth - having fun drinking beers blowing up milk cannisters. it sounds strange but it s a tradition where i grew up in kampen - and i had done all the things i wanted to do.
622,voters don t trust politicians eight out of voters do not trust politicians to tell the truth a new poll conducted for the bbc suggests. and % of the adults quizzed by icm for bbc news said politicians did not deliver what they promised. the poll comes after foreign secretary jack straw predicted trust would be the key choice at the next election. both the tories and the lib dems are keen to emphasise a perceived lack of trust in tony blair following his claims over iraqi weapons. but according to the bbc poll % said the issue of trust made no difference to whether or not they would vote at the next election widely expected on may. the poll also looked at what lay behind the lack of trust in politicians. some % said politicians did not keep the promises they made before elections while % said they never gave a straight answer . just under three-quarters of respondents (%) said politicians had shown themselves to be dishonest too often. mr straw told activists in blackburn on thursday that voters would have to decide at the next election which party best deserves their future trust . that in the end is the key choice at the next election. he acknowledged that the public had lost faith in labour but suggested it could persuade people to reinvest their trust with us if the party could overcome tory attempts to spread cynicism in politics. the conservatives are keen to highlight the trust issue. during his response to gordon brown s budget statement on tuesday michael howard compared the chancellor s figures to the prime minister s claims about iraq s weapons of mass destruction. the lib dems are also keen to highlight the trust issue with charles kennedy has claiming voters had a fundamental lack of trust in the prime minister . and the green party unveiled a billboard opposite the palace of westminster accusing the government of lying over the iraq war. former education secretary estelle morris told bbc news that there was a real problem of trust between the public and the politicians. she said she did not feel her own colleagues could be trusted but suggested the three-cornered relationship between the press politicians and the public had a hand in the issue. the public was often turned off by sitting on the sidelines in the battle of words between the politician and the journalist she added. lib dem foreign affairs spokesman menzies campbell said the iraq war had hit trust in politicians hard. issues of war and peace life and death do have a very damaging effect on the credibility of politicians . martin bell who won the tatton seat from tory neil hamilton on anti-corruption platform said politicians often failed to see themselves as others did. we need public figures we trust to tell the truth and who can see themselves as others see them.
297,pountney handed ban and fine northampton coach budge pountney has been fined £ and banned from match-day coaching for six weeks for calling a referee a disgrace . pountney was found guilty of bringing the game into disrepute at a rugby football union disciplinary hearing in london on thursday night. pountney criticised referee steve lander s performance in northampton s defeat by saracens on february. the last two weeks of the six-week ban are suspended. pountney pleaded guilty to the offence before a panel consisting of chairman robert horner nigel gillingham and jeff probyn. the ban means former scotland international pountney cannot enter the playing enclosure technical areas or go near the touchline tunnel or players and officials areas on the day of a game.
890,wales win in rome wales secured their first away win in the rbs six nations for nearly four years with a six-try victory in rome. tries from jonathan thomas tom shanklin and martyn williams gave the visitors a - half-time advantage. luciano orquera did reply with one for italy but second-half efforts from brent cockbain shane williams and robert sidoli sealed victory. fly-half stephen jones added four conversions as wales maintained their superb start to this year s tournament. starting full of confidence after their victory over england the visitors scored the opening try after just four minutes. diminutive wing shane williams fielded a kick ahead and danced past the onrushing andrea masi and aaron persico into the italian half. his pass to tom shanklin appeared forward but when the centre was held up short the ball was switched left and michael owen s long cut-out pass gave the lurking thomas an easy run-in. stephen jones who retained the kicking duties despite gavin henson s heroics against england slotted an excellent conversion from wide out. wales twice threatened further scores but failed to find the crucial pass and italy hit back out of the blue in the minute. henson sporting gold boots rather than the silver variety that did for england beat two players with ease out on the left touchline. but his attempted chip ahead was charged down by orquera who snaffled the loose ball and hared away from halfway to score in the right corner. with the welsh line-out stuttering and italy twice turning the visitors scrum the home side s forward power brought them back into it. but a clever high kick from henson almost brought a try for hal luscombe when roland de marigny and ludovico nitoglia made a hash of claiming it as the ball bounced into touch. wales regained control with a second try in the minute henson lobbing up a high kick to the left corner where shanklin jumped higher than nitoglia to dot down his test try. jones was unable to convert and de marigny then hit the upright with a penalty attempt for italy. henson was also narrowly short with a long-range effort at goal but wales ended the half with a vital third score to give themselves some breathing space. henson sent luscombe streaking away and when he off-loaded to martyn williams the flanker showed his nous to ground the ball against the padding of the post jones adding the conversion. italy who lost flanker mauro bergamasco with a head knock before half-time built up a head of steam on the resumption. de marigny landed a penalty to make it - and a nitoglia break through the middle threatened a try only for the move to break down with a knock-on. but wales put the outcome beyond doubt with two superb tries in four minutes before the hour. their fourth after minutes was sparked by another mazy run from shane williams who beat several players with ease and finished with a powerful angled run from lock cockbain. before italy could recover from that blow a strong surge from gareth thomas and great off-loads from martyn williams and replacement kevin morgan saw shane williams scamper over. with jones converting both for a - lead wales had the luxury of sending on five more replacements for the final quarter. the icing on the cake came with a sixth try after more superb support work shane williams and ceri sweeney combining to send sidoli over in the left corner. the only downside for wales was a hamstring injury suffered by luscombe. but after back-to-back wins at the start of the tournament for the first time in years they will travel to paris in a fortnight looking like genuine contenders. r de marigny; mirco bergamasco w pozzebon a masi l nitoglia; l orquera a troncon; a lo cicero f ongaro m castrogiovanni s dellape m bortolami (capt) a persico mauro bergamasco s parisse. g intoppa s perugini ca del fava d dal maso p griffen m barbini kp robertson. g thomas (capt); h luscombe t shanklin g henson s williams; s jones d peel; g jenkins m davies a jones; b cockbain r sidoli; j thomas m williams m owen. r mcbryde j yapp i gough r sowden-taylor g cooper c sweeney k morgan. andrew cole (australia).
2161,napster offers rented music to go music downloading for those that have rejected the free peer to peer services can be a costly business. the cost of paying even as little as per track can add up particularly for those people who own one of the new generation of players that can store thousands of songs. paying per track for music is becoming as outmoded as paying per minute for internet access and alternative monthly or yearly subscription models are springing up as a more convenient and ultimately cheaper way of owning music. music fans are moving away from buying the traditional bundled package of a dozen or more songs that we used to call an album to newer ways that fit their lifestyle; either single tracks or subscriptions services said paul myers chief executive of wippit a uk-based music download service. while itunes is doing good business with its sales of individual tracks to ipod owners others are questioning whether the concept of owning music is even valid in the digital age. napster is due to launch a new rental subscription service - dubbed napster to go in the uk in the next few months. the service can be used on players that support microsoft windows latest digital rights management technology known as janus. this includes players made by samsung rio and creative. currently on offer in beta-version in the us the service costs $ per month for unlimited downloads. the technology ensures that music downloaded to the player only remains playable while the user subscribes to the service. users need to update their license on a monthly basis or the tunes will no longer play. this has outraged some digital music lovers especially as napster already offers a cheaper service for downloading music to the pc. napster claims the higher price is a result of record labels charging more for the to-go service and says it also offers greater value for customers. mr myers is not convinced a rental model will work for consumers. we ve been offering our unlimited music subscription service for more than three years now and our customers know what they want. format interoperability excellent value and the reassurance that music purchased from wippit is theirs to keep and enjoy on whatever device they choose he said. who wants to download a track that won t play next month if you decide to unsubscribe to the service or change portable player for an ipod or the latest mobile phone wippit offers a download subscription service for £. per month or £ per year. it has a catalogue of around songs.
1386,adriano s chelsea link rejected adriano s agent gilmar rinaldi has insisted that he has had no contact with chelsea over the striker. chelsea were reported to have made inquiries about inter milan s -year-old brazilian star. rinaldi told bbc sport from rio de janeiro: i can assure you that chelsea have had no dealings whatsoever with either me or adriano. parma and real madrid are interested but there s nothing new there. their interest has been known for some time. adriano has scored goals in serie a appearances this season. and chelsea boss jose mourinho had claimed that he was in milan talking to adriano on the day he is alleged to have held a clandestine meeting with arsenal defender ashley cole. mourinho said he was just practising my portuguese with him because i don t need strikers . rinaldi told bbc sport: i have to say that nobody from chelsea or any other london club has contacted me. if they want to that s fine. i can tell them what the situation is. if chelsea are interested then they must make an offer. inter are reported to have slapped a price tag in the region of £ on the head of adriano who joined them just over a year ago from parma. real madrid view him as a natural replacement for compatriot ronaldo. but rinaldi said: i cannot give you a price that inter would accept for adriano. that s something that would have to be negotiated between the interested clubs.
812,ukip could sue veritas defectors the uk independence party could take legal action to unseat two london assembly members who defected to robert kilroy silk s veritas party. damian hockney now veritas deputy leader and peter hulme-cross were elected in on the list system. the party argues the pair should give up their seats as they won them as ukip representatives not as individuals. mr hockney said the law was clear that those elected on a list who quit their party should keep their seats. ukip chairman petrina holdsworth urged the men to step down from the gla in a letter. she said: the party has taken legal advice and it is clear that we could take legal proceedings against you which could result in the return of our seats and/or damages against you. we would however like you to be given an opportunity to reflect on what you have done to restore your own credibility with the electorate and return the seats to the party which won them fair and square at the last election. mr hockney said the law worked in exactly the same way for the gla as it did for other electoral list systems. the greater london act is clear that if someone resigns who was elected on a list their party whip the seat belongs to them and not the party. he said mr hulme-cross and himself had no intention of resigning and added that they felt that it was ukip who were not being true to the electorate. he accused the party of signing up to a deal with the tories in europe rather than sticking to an independent stance. but the claim was denied by ukip spokesman who said: mr hockney s accusations are like his sense of political morals - empty. veritas was formed by mr kilroy-silk earlier this month after he quit ukip following an unsuccessful bid to take over as leader.
